source,page,year_of_occurrence,village_in_source,village,latitude,longitude,spontaneous/ formullaic,mari,translation_Russian,translation_German,translation_Latin,mari_marker,copula / retrospective marker,use,modal / non-modal,complement,semantics,modality type (vAP),modality type (descriptive categories),negation,question (true question),overt subject (who needs/ has to/ can),case of overt subject (who needs/ has to/ can),animacy,counted in corpus,counted in subcorpus,(im)personality
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"me , jara , török m'irovoj sud'ja docə̑n , tä tülə̈šäšlə̑k tə̈xen' , tä tülə̈šäšlə̑k ə̑lə̑da tə̈žem nə̈l šüdə̈ tängäm m'egafon op'eratə̑rlan kazan'ə̑škə̑ .","Ладно, сразу от мирового судьи, вы должны заплатить 1400 рублей оператору ""Мегафон"" в Казань.",NA,NA,šašlə̑k,,predicate,modal,V,necessity,deontic,deontic,0,no,yes,nom,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,m'egafonlan tə̈žem nə̈l šüdə̈m ik mə̑rə̑ gišän tülə̈šäšlə̑k ə̑lam .,"""Мегафону"" 1400 за одну песню я должен заплатить.",NA,NA,šašlə̑k,,predicate,modal,V,necessity,deontic,deontic,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"cilä , značit , kü man'arə̑ tülə̈šäšlə̑k , cilä karang ke ... karang kerdeš , tülə̈deok koden kerdeš m'egafonlan .","Кто сколько должен заплатить, может избежать оплаты, может и не платить Мегафону.",NA,NA,šašlə̑k,,predicate,modal,V,necessity,deontic,deontic,0,no,yes,nom,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tämdän sirmäštä lə̑də̑n … lə̑tmə̑ , i tä ... m'irovoj sud'ja r'ešen'im pr'in'imajen , tä oksam tülə̈šäšlə̑k ada ə̑l m'egafonlan , 
n'imaxan' oksam tülə̈šäšlə̑k ada ə̑l .","Ваше письмо прочитано, мировой судья принял решение, вы не должны платить деньги ""Мегафону"", никаких денег платить не
должны.",NA,NA,šašlə̑k,,predicate,modal,V,necessity,deontic,deontic,1,no,yes,nom,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tämdän sirmäštä lə̑də̑n … lə̑tmə̑ , i tä ... m'irovoj sud'ja r'ešen'im pr'in'imajen , tä oksam tülə̈šäšlə̑k ada ə̑l m'egafonlan , 
n'imaxan' oksam tülə̈šäšlə̑k ada ə̑l .","Ваше письмо прочитано, мировой судья принял решение, вы не должны платить деньги ""Мегафону"", никаких денег платить не
должны.",NA,NA,šašlə̑k,,predicate,modal,V,necessity,deontic,deontic,1,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,pə̈tärli strojə̑šašlə̑k ə̑lə̑nə̑t jə̑ljälə̈štə̈ .,Сначала должны были построить в Юлъялах.,NA,NA,šašlə̑k,,predicate,modal,V,necessity,deontic,counter_plan,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,marlan kešäšlə̑k ə̈də̈rvlän cilänok každə̑jə̑nok lišäšlə̑k ə̑lə̑n šarpan .,"Каждая девушка, собиравшаяся выходить замуж, должна была иметь шарпан.",NA,NA,šašlə̑k,,predicate,modal,V,necessity,deontic,deontic,0,no,yes,nom,inan,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"no eče kudə̑mšə̑ nojabə̑r'ə̑nžə̑ il'i šə̈mšə̈ nojabə̑r'ə̑nžə̑ mə̈n' koltə̑šašlə̑k ə̑lam eče päšävläm, skan'irujə̑mə̑ päšävläm .","Но еще шестого ноября или седьмого ноября я должна послать еще работы, сканированные работы.",NA,NA,šašlə̑k,,predicate,modal,V,necessity,deontic,deontic,0,no,yes,nom,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,luat kokšə̑ d'ekabə̑r'eš informaci cilä lišäšlə̑k sajtə̑štə̑ .,12 декабря информация вся должна быть на сайте.,NA,NA,šašlə̑k,,predicate,modal,V,necessity,deontic,deontic,0,no,yes,nom,inan,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tə̑və̑rtə̑šə̑škə̑ pištäš keleš mə̑nə̑m iktä koktə̑m , sanzalə̑m , p'esokə̑m iziš vele , šukə̑mok agə̑l . ","В творог нужно положить примерно два яйца, соль, сахара немного только, много не надо.",NA,NA,keläš,,predicate,modal,V,necessity,external,instruction (recipe),0,no,no,no,hum,present-day,recipes,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"sanzalə̑m pištät tot semə̈n' , mə̑nə̑m ob'azat'el'nə̑ pištäš keleš dä lašašə̑m ","Соль кладут по вкусу, нужно обязательно положить яйцо и муку.",NA,NA,keläš,,predicate,modal,V,necessity,external,instruction (recipe),0,no,no,no,hum,present-day,recipes,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,nə̈nə̈län tə̈n'ə̈m mə̑škə̑ndalaš keleš ,Им тебя нужно помыть.,NA,NA,keläš,,predicate,modal,V,necessity,external,external,0,no,yes,dat,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"mə̑škaš keleš , так , щас və̈də̈m opten šə̈ndenä , šokšə̑ və̈də̈m , щас ti və̈də̈štə̈ nüštə̈ltem","Нужно помыть, мы сейчас нальем воду, горячую воду, в этой воде сейчас искупаю.",NA,NA,keläš,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,karem tə̈r mə̑čkə̑ kemə̈lä väkš dokə̑žə̑ . ,К мельнице нужно ехать вдоль обрыва.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tidə̈ tə̈länet ak kel , расшифровываешь .","Это тебе не нужно, расшифровываешь.",NA,NA,keläš,,predicate,non-modal,N,need,NA,NA,1,no,yes,dat,anim,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,gosudarstvə̑lan zdajaš keleš .,Нужно было сдавать его государству.,NA,NA,keläš,,predicate,modal,V,necessity,deontic,deontic,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"vot kə̈zə̈t iktə̈länät kolxoznə̑j nə̑r ak kel , cilä сплошь лежит .","Вот сейчас никому колхозное поле не нужно, всё сплошь лежит.",NA,NA,keläš,,predicate,non-modal,N,need,NA,NA,1,no,yes,dat,anim,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,t'exosmotrə̑m proxojaš keleš ,Нужно пройти техосмотр.,NA,NA,keläš,,predicate,modal,V,necessity,deontic,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"škol gə̈c läkmə̈kə̈ , kapka gə̈cə̈n läkmə̈kə̈ šalaxajə̑š särnälmə̈lä , kornə̑ mə̑čkə̑ kemə̈lä .","Выходя из школы, выйдя через калитку, нужно повернуть налево, нужно идти по дороге.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"škol gə̈c läkmə̈kə̈ , kapka gə̈cə̈n läkmə̈kə̈ šalaxajə̑š särnälmə̈lä , kornə̑ mə̑čkə̑ kemə̈lä .","Выходя из школы, выйдя через калитку, нужно повернуть налево, нужно идти по дороге.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,tə̈ kornə̑ š ... dono kendälə̈n počtə̑ ... počtə̑m erten kemə̈lä .,"Проходя по этой дороге, нужно пройти мимо почты.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,karemə̈m vanžaš vurgə̑mla vekə̈räk nälmə̈lä ,"Чтобы перейти овраг, нужно взять немного направо.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,valen kə̈ver gač vanžen kə̑rə̑kə̑š kuzə̑mə̑la ,"Спустившись, перейдя через мост, нужно подниматься в гору.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"vara küšə̈l saran sola pičə̈ sagan aškedə̈n, vara kornə̑ gač vanžen nə̑r gač kemə̈lä ","Затем, пройдя рядом с огородами деревни Верхнее Сараново, потом, перейдя через дорогу, нужно идти через поле.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,a ves ... kogo sirə̈škə̈ dä izi sirə̈škə̈žə̈ eče karem gač kemə̈lä ,"А на другую [улицу], Большую сторону и Малую сторону, еще нужно идти через овраг.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,vara asval'tə̑š läkmə̈lä .,Потом нужно выйти на асфальт.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,garaž gə̈cə̈n iziš ülə̈kə̈räk valə̑mə̑la dä ves olicäm asval't mə̑č valə̑mə̑la .,От гаража нужно немного спуститься и пойти по другой стороне улицы по асфальту.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,garaž gə̈cə̈n iziš ülə̈kə̈räk valə̑mə̑la dä ves olicäm asval't mə̑č valə̑mə̑la .,От гаража нужно немного спуститься и пойти по другой стороне улицы по асфальту.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (way),0,no,no,no,hum,present-day,way descriptions,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,tə̈də̈m jesl'i jə̈ržə̈ kə̑čaš gə̈n'ə̈ və̈c m'etə̈r dä pelə̈ < IEA : [ нрзб ]> keleš ,"Если его обхватить вокруг, нужно пять с половиной метров.",NA,NA,keläš,,predicate,non-modal,N,need,NA,NA,0,no,no,no,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,tə̈štə̈ man'ar edem keleš ?.,Сколько там нужно людей?,NA,NA,keläš,,predicate,non-modal,N,need,NA,NA,0,yes,no,no,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,uže ramvläm privajə̑mə̑la .,Уже нужно прибавлять рамы.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,i jažo semn'äštə̈ pr'im'ernə̑ koklə̑ - kə̑mlə̑ ram närə̈m kə̑čen šalgə̑mə̑la,В хорошей семье до 20-30 рам нужно держать.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,time,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,nu kə̑ce vot tidə̈ agə̑l неогульно так mam ə̈štäš keleš,"Ну как, вот не это, неогульно так, что делать нужно?",NA,NA,keläš,,predicate,modal,V,necessity,external,shlyapa,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,cerkə̈m strojaš šukə̑ kə̈rpə̈c keleš ə̑lə̑n .,Для строительства церкви нужно было много кирпича.,NA,NA,keläš,,predicate,non-modal,N,need,NA,NA,0,no,no,no,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a štobə̑ točnə̑ päläš , kə̑škeve kapajaš keleš , ti kazansk'ij kr'emə̈l' st'enä jakte , zeml'ä lə̈välnə̈ točnə̑ päläš ak li .","А чтобы точно знать, докуда нужно копать, до какого именно места в стене Казанского кремля, под землей нельзя этого увидеть.",NA,NA,keläš,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
